"Feature","Biological Layer","Total Cohorts","Cohorts Present","Total Algorithms","Algorithms Validating","Nomenclature","Signature","Elements","CTAB","GSI","GFC","PFC","SCS","TNC","HRC","SMC","TMC","TIC","RCD","Combined Outcome","Protective Count","Risky Count","NS Count","RCD form","Omic feature","Phenotype","Expression","RSF Importance","RSF Validation","Boruta Importance","Boruta Validation","XGBoost Importance","XGBoost Validation","MTLR Importance","MTLR Validation","Total Validated Algorithms"
"SARC-422.6.3.N.1.4.1.3.4.3","mRNA",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"Boruta, XGBoost, RSF, MTLR","SARC-422.6.3.N.1.4.1.3.4.3","POSTN",1,"SARC",422,6,3,"N",1,4,1,3,4,3,"Risky",0,1,3,"Apoptosis/Autophagy/Necrosis","mRNA","TSM","Unchanged",0.00975862101014903,"Validated (>0.005)",10.200822183385,"Validated (>0.005)",0.00660700120606031,"Validated (>0.005)",0.041147677236343,"Validated (>0.005)",4
"SARC-431.6.3.P.3.44.44.1.4.3","mRNA",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, RSF, Boruta, MTLR","SARC-431.6.3.P.3.44.44.1.4.3","RAN",1,"SARC",431,6,3,"P",3,44,44,1,4,3,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy/Cellular senescence","mRNA","TSM","Overexpression",0.00759015522387672,"Validated (>0.005)",7.10917350875524,"Validated (>0.005)",0.00768291800480552,"Validated (>0.005)",0.0409902130084326,"Validated (>0.005)",4
"ESCA-275.4.3.P.3.35.35.4.4.1","microRNA",4,"ESCA_DFI_df017, ESCA_DSS_df017, ESCA_OS_df017, ESCA_PFI_df017",4,"XGBoost, Boruta, RSF, MTLR","ESCA-275.4.3.P.3.35.35.4.4.1","(`hsa-miR-421` + `hsa-miR-629-3p`)",2,"ESCA",275,4,3,"P",3,35,35,4,4,1,"Risky",0,3,1,"Apoptosis","miRNA","TSM","Overexpression",0.016411953080017,"Validated (>0.005)",9.65241394018821,"Validated (>0.005)",0.017200836970004,"Validated (>0.005)",0.480933130663015,"Validated (>0.005)",4
"ESCA-782.4.3.P.3.21.20.4.4.1","microRNA",4,"ESCA_DFI_df017, ESCA_DSS_df017, ESCA_OS_df017, ESCA_PFI_df017",4,"XGBoost, Boruta, RSF, MTLR","ESCA-782.4.3.P.3.21.20.4.4.1","hsa-miR-191-3p",1,"ESCA",782,4,3,"P",3,21,20,4,4,1,"Mixed",1,1,2,"Apoptosis","miRNA","TSM","Overexpression",0.0158409428980611,"Validated (>0.005)",10.6104201548197,"Validated (>0.005)",0.0167451253608438,"Validated (>0.005)",0.0876194512072185,"Validated (>0.005)",4
"ESCA-801.4.3.P.3.51.30.4.4.1","microRNA",4,"ESCA_DFI_df017, ESCA_DSS_df017, ESCA_OS_df017, ESCA_PFI_df017",4,"Boruta, XGBoost, RSF, MTLR","ESCA-801.4.3.P.3.51.30.4.4.1","hsa-miR-629-5p",1,"ESCA",801,4,3,"P",3,51,30,4,4,1,"Mixed",1,1,2,"Apoptosis","miRNA","TSM","Overexpression",0.0180912571594957,"Validated (>0.005)",9.45465664503509,"Validated (>0.005)",0.0250891245057089,"Validated (>0.005)",0.59701659319889,"Validated (>0.005)",4
"HNSC-1870.4.3.N.2.44.66.2.4.4","microRNA",4,"HNSC_DFI_df017, HNSC_DSS_df017, HNSC_OS_df017, HNSC_PFI_df017",4,"Boruta, XGBoost, RSF, MTLR","HNSC-1870.4.3.N.2.44.66.2.4.4","hsa-miR-206",1,"HNSC",1870,4,3,"N",2,44,66,2,4,4,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy/Pyroptosis/Necrosis","miRNA","TSM","Underexpression",0.010241058126312,"Validated (>0.005)",6.86833380348306,"Validated (>0.005)",0.0126914129907693,"Validated (>0.005)",0.0750557299995867,"Validated (>0.005)",4
"SARC-141.4.3.P.0.44.35.1.4.3","microRNA",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, RSF, Boruta, MTLR","SARC-141.4.3.P.0.44.35.1.4.3","(`hsa-miR-17-5p` + `hsa-miR-93-5p`)",2,"SARC",141,4,3,"P",0,44,35,1,4,3,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy/Ferroptosis","miRNA","TSM","No_data",0.00675818207761058,"Validated (>0.005)",8.43034612939878,"Validated (>0.005)",0.0107393611006376,"Validated (>0.005)",0.058049442127379,"Validated (>0.005)",4
"SARC-493.4.3.P.0.44.35.1.4.3","microRNA",4,"SARC_DFI_df305, SARC_DSS_df305, SARC_OS_df305, SARC_PFI_df305",4,"XGBoost, RSF, Boruta, MTLR","SARC-493.4.3.P.0.44.35.1.4.3","hsa-miR-17-5p",1,"SARC",493,4,3,"P",0,44,35,1,4,3,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy/Cellular senescence","miRNA","TSM","No_data",0.0104305112291028,"Validated (>0.005)",7.43253359616963,"Validated (>0.005)",0.00992965408657158,"Validated (>0.005)",0.0572257914700619,"Validated (>0.005)",4
"ACC-141.7.1.P.2.14.35.4.4.2","CpG Methylation",3,"ACC_DSS_df377, ACC_OS_df377, ACC_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","ACC-141.7.1.P.2.14.35.4.4.2","SERPINB1",1,"ACC",141,7,1,"P",2,14,35,4,4,2,"Risky",0,2,2,"Apoptosis/NETosis","Methylation","TMB","Underexpression",0.0338716399012518,"Validated (>0.005)",4.30412951233815,"Validated (>0.005)",0.21717929904827,"Validated (>0.005)",0.0757195623834596,"Validated (>0.005)",4
"UCEC-553.7.3.P.3.95.5.4.4.1","CpG Methylation",3,"UCEC_DSS_df377, UCEC_OS_df377, UCEC_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","UCEC-553.7.3.P.3.95.5.4.4.1","CDX2",1,"UCEC",553,7,3,"P",3,95,5,4,4,1,"Meaningful Protective",4,0,0,"Apoptosis","Methylation","TSM","Overexpression",0.00896590518761316,"Validated (>0.005)",5.03112814536063,"Validated (>0.005)",0.0225707645568206,"Validated (>0.005)",0.405783145360593,"Validated (>0.005)",4
"ACC-68.5.3.P.1.44.44.4.4.1","Transcript",3,"ACC_DSS_df377, ACC_OS_df377, ACC_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","ACC-68.5.3.P.1.44.44.4.4.1","ENST00000233893",1,"ACC",68,5,3,"P",1,44,44,4,4,1,"Meaningful Risky",0,4,0,"Apoptosis","Transcript","TSM","Unchanged",0.0491983526991633,"Validated (>0.005)",4.05023388420025,"Validated (>0.005)",0.161249395434815,"Validated (>0.005)",0.111518513178922,"Validated (>0.005)",4
"ACC-70.5.3.P.3.44.43.2.4.1","Transcript",3,"ACC_DSS_df377, ACC_OS_df377, ACC_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","ACC-70.5.3.P.3.44.43.2.4.1","ENST00000409468",1,"ACC",70,5,3,"P",3,44,43,2,4,1,"Meaningful Risky",0,4,0,"Apoptosis","Transcript","TSM","Overexpression",0.0364874145787486,"Validated (>0.005)",4.01792245837502,"Validated (>0.005)",0.127856328990777,"Validated (>0.005)",0.115825247850649,"Validated (>0.005)",4
"COAD-532.5.3.P.1.44.44.2.4.1","Transcript",3,"COAD_DSS_df368, COAD_OS_df368, COAD_PFI_df368",4,"Boruta, XGBoost, RSF, MTLR","COAD-532.5.3.P.1.44.44.2.4.1","(ENST00000582176 + ENST00000530666)",2,"COAD",532,5,3,"P",1,44,44,2,4,1,"Meaningful Risky",0,4,0,"Apoptosis","Transcript","TSM","Unchanged",0.013005594006357,"Validated (>0.005)",9.35862889266764,"Validated (>0.005)",0.0190880358977224,"Validated (>0.005)",0.0176449479665521,"Validated (>0.005)",4
"COAD-548.5.3.P.3.64.64.3.4.1","Transcript",3,"COAD_DSS_df368, COAD_OS_df368, COAD_PFI_df368",4,"XGBoost, RSF, Boruta, MTLR","COAD-548.5.3.P.3.64.64.3.4.1","(ENST00000615942 + ENST00000380668 + ENST00000373789 + ENST00000551402 + ENST00000323224)",5,"COAD",548,5,3,"P",3,64,64,3,4,1,"Protective",2,0,2,"Apoptosis","Transcript","TSM","Overexpression",0.00561815495947781,"Validated (>0.005)",14.5525983742924,"Validated (>0.005)",0.0184391011346081,"Validated (>0.005)",0.0333587974037268,"Validated (>0.005)",4
"GBM-170.5.3.N.3.35.35.2.4.2","Transcript",3,"GBM_DSS_df017, GBM_OS_df017, GBM_PFI_df017",4,"XGBoost, Boruta, RSF, MTLR","GBM-170.5.3.N.3.35.35.2.4.2","(ENST00000271450 + ENST00000486608 + ENST00000467525)",3,"GBM",170,5,3,"N",3,35,35,2,4,2,"Risky",0,3,1,"NETosis/Necrosis","Transcript","TSM","Overexpression",0.00503406089004957,"Validated (>0.005)",12.8875924065758,"Validated (>0.005)",0.0236306037244882,"Validated (>0.005)",0.136377845232566,"Validated (>0.005)",4
"GBM-261.5.3.N.3.35.35.2.4.2","Transcript",3,"GBM_DSS_df017, GBM_OS_df017, GBM_PFI_df017",4,"Boruta, XGBoost, RSF, MTLR","GBM-261.5.3.N.3.35.35.2.4.2","(ENST00000564194 + ENST00000567644 + ENST00000455586 + ENST00000565726)",4,"GBM",261,5,3,"N",3,35,35,2,4,2,"Risky",0,3,1,"Apoptosis/Pyroptosis","Transcript","TSM","Overexpression",0.00895427990883749,"Validated (>0.005)",12.5323028275389,"Validated (>0.005)",0.0111110878493703,"Validated (>0.005)",0.459988424312838,"Validated (>0.005)",4
"KIRC-1237.5.3.N.3.84.71.3.4.1","Transcript",3,"KIRC_DFI_df161, KIRC_OS_df161, KIRC_PFI_df161",4,"Boruta, XGBoost, RSF, MTLR","KIRC-1237.5.3.N.3.84.71.3.4.1","ENST00000381125",1,"KIRC",1237,5,3,"N",3,84,71,3,4,1,"Mixed",3,1,0,"Autophagy","Transcript","TSM","Overexpression",0.0281617880470052,"Validated (>0.005)",2.39909728922757,"Validated (>0.005)",0.0547174101723754,"Validated (>0.005)",0.218261552134204,"Validated (>0.005)",4
"KIRC-1528.5.3.N.3.43.14.3.4.3","Transcript",3,"KIRC_DSS_df161, KIRC_OS_df161, KIRC_PFI_df161",4,"XGBoost, Boruta, RSF, MTLR","KIRC-1528.5.3.N.3.43.14.3.4.3","ENST00000553716",1,"KIRC",1528,5,3,"N",3,43,14,3,4,3,"Risky",0,3,1,"Apoptosis/Autophagy/Pyroptosis","Transcript","TSM","Overexpression",0.010146534153758,"Validated (>0.005)",13.1796413323314,"Validated (>0.005)",0.0103339692904799,"Validated (>0.005)",0.0818950442440153,"Validated (>0.005)",4
"LGG-718.5.3.N.3.44.35.2.4.1","Transcript",3,"LGG_DSS_df374, LGG_OS_df374, LGG_PFI_df374",4,"Boruta, XGBoost, RSF, MTLR","LGG-718.5.3.N.3.44.35.2.4.1","(ENST00000445609 + ENST00000243347)",2,"LGG",718,5,3,"N",3,44,35,2,4,1,"Meaningful Risky",0,4,0,"Necrosis","Transcript","TSM","Overexpression",0.00645574938469891,"Validated (>0.005)",20.2993025728902,"Validated (>0.005)",0.0284070634844133,"Validated (>0.005)",0.270785050119091,"Validated (>0.005)",4
"MESO-33.5.3.N.0.31.35.2.4.1","Transcript",3,"MESO_DSS_df017, MESO_OS_df017, MESO_PFI_df017",4,"Boruta, XGBoost, RSF, MTLR","MESO-33.5.3.N.0.31.35.2.4.1","ENST00000304636",1,"MESO",33,5,3,"N",0,31,35,2,4,1,"Risky",0,2,2,"Apoptosis","Transcript","TSM","No_data",0.0564557940498566,"Validated (>0.005)",5.42559765298926,"Validated (>0.005)",0.141843458868327,"Validated (>0.005)",0.548160313637322,"Validated (>0.005)",4
"MESO-42.5.3.N.0.31.31.2.4.5","Transcript",3,"MESO_DSS_df017, MESO_OS_df017, MESO_PFI_df017",4,"XGBoost, RSF, Boruta, MTLR","MESO-42.5.3.N.0.31.31.2.4.5","ENST00000392951",1,"MESO",42,5,3,"N",0,31,31,2,4,5,"Risky",0,2,2,"Anoikis/Apoptosis/Autophagy/Cellular senescence/Ferroptosis","Transcript","TSM","No_data",0.015303671354033,"Validated (>0.005)",5.40281707016196,"Validated (>0.005)",0.109149896608162,"Validated (>0.005)",0.45558325664604,"Validated (>0.005)",4
"MESO-47.5.3.N.0.31.32.2.4.4","Transcript",3,"MESO_DSS_df017, MESO_OS_df017, MESO_PFI_df017",4,"Boruta, XGBoost, RSF, MTLR","MESO-47.5.3.N.0.31.32.2.4.4","ENST00000460710",1,"MESO",47,5,3,"N",0,31,32,2,4,4,"Risky",0,2,2,"Apoptosis/Autophagy/Cellular senescence/Pyroptosis","Transcript","TSM","No_data",0.0141186004014238,"Validated (>0.005)",6.27482457342807,"Validated (>0.005)",0.176461246694118,"Validated (>0.005)",0.637968927305219,"Validated (>0.005)",4
"MESO-52.5.3.N.0.31.31.2.4.3","Transcript",3,"MESO_DSS_df017, MESO_OS_df017, MESO_PFI_df017",4,"Boruta, XGBoost, RSF, MTLR","MESO-52.5.3.N.0.31.31.2.4.3","ENST00000497145",1,"MESO",52,5,3,"N",0,31,31,2,4,3,"Risky",0,2,2,"Apoptosis/Autophagy/Necrosis","Transcript","TSM","No_data",0.03716286898343,"Validated (>0.005)",5.85376870604171,"Validated (>0.005)",0.130340781675456,"Validated (>0.005)",0.585670469123673,"Validated (>0.005)",4
"MESO-53.5.3.N.0.35.1.2.4.1","Transcript",3,"MESO_DSS_df017, MESO_OS_df017, MESO_PFI_df017",4,"Boruta, XGBoost, RSF, MTLR","MESO-53.5.3.N.0.35.1.2.4.1","ENST00000507699",1,"MESO",53,5,3,"N",0,35,1,2,4,1,"Risky",0,3,1,"Apoptosis","Transcript","TSM","No_data",0.0266713143841774,"Validated (>0.005)",3.89809666500258,"Validated (>0.005)",0.0988516739915863,"Validated (>0.005)",0.556224919981208,"Validated (>0.005)",4
"SKCM-641.5.3.N.2.31.31.1.4.7","Transcript",3,"SKCM_DSS_df377, SKCM_OS_df377, SKCM_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","SKCM-641.5.3.N.2.31.31.1.4.7","ENST00000282561",1,"SKCM",641,5,3,"N",2,31,31,1,4,7,"Risky",0,2,2,"Apoptosis/Autophagy/Ferroptosis/Mitochondrial permeability transition/Necroptosis/Pyroptosis/Necrosis","Transcript","TSM","Underexpression",0.0067372816126409,"Validated (>0.005)",23.4787131944066,"Validated (>0.005)",0.00733505705509084,"Validated (>0.005)",0.105823605690973,"Validated (>0.005)",4
"THCA-1048.5.3.N.3.14.14.2.2.1","Transcript",3,"THCA_DFI_df377, THCA_OS_df377, THCA_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","THCA-1048.5.3.N.3.14.14.2.2.1","ENST00000361170",1,"THCA",1048,5,3,"N",3,14,14,2,2,1,"Risky",0,2,2,"Apoptosis","Transcript","TSM","Overexpression",0.0217355108900404,"Validated (>0.005)",12.7692753841243,"Validated (>0.005)",0.00775400191966598,"Validated (>0.005)",0.0949180029592291,"Validated (>0.005)",4
"THCA-492.5.3.N.2.27.26.1.4.2","Transcript",3,"THCA_DFI_df377, THCA_OS_df377, THCA_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","THCA-492.5.3.N.2.27.26.1.4.2","(ENST00000524852 + ENST00000440480 + ENST00000471157 + ENST00000360938 + ENST00000317276 + ENST00000306503 + ENST00000378533)",7,"THCA",492,5,3,"N",2,27,26,1,4,2,"Mixed",2,1,1,"Apoptosis/Autophagy","Transcript","TSM","Underexpression",0.0125448728099004,"Validated (>0.005)",10.5549106529711,"Validated (>0.005)",0.00915194102150549,"Validated (>0.005)",0.0958683929803072,"Validated (>0.005)",4
"THCA-519.5.3.N.2.1.1.1.4.2","Transcript",3,"THCA_DFI_df377, THCA_OS_df377, THCA_PFI_df377",4,"XGBoost, Boruta, RSF, MTLR","THCA-519.5.3.N.2.1.1.1.4.2","(ENST00000543491 + ENST00000233202 + ENST00000475225)",3,"THCA",519,5,3,"N",2,1,1,1,4,2,"Risky",0,1,3,"Autophagy/Ferroptosis","Transcript","TSM","Underexpression",0.0212578262214121,"Validated (>0.005)",8.81878780674316,"Validated (>0.005)",0.0517536463822355,"Validated (>0.005)",0.207394896681288,"Validated (>0.005)",4
"THCA-561.5.3.N.2.64.2.2.4.1","Transcript",3,"THCA_DFI_df377, THCA_OS_df377, THCA_PFI_df377",4,"XGBoost, Boruta, RSF, MTLR","THCA-561.5.3.N.2.64.2.2.4.1","(ENST00000590577 + ENST00000485855 + ENST00000573095 + ENST00000597406 + ENST00000492800 + ENST00000397617)",6,"THCA",561,5,3,"N",2,64,2,2,4,1,"Protective",2,0,2,"Apoptosis","Transcript","TSM","Underexpression",0.0181095805937464,"Validated (>0.005)",7.42657704786417,"Validated (>0.005)",0.00757924900192696,"Validated (>0.005)",0.305054859475718,"Validated (>0.005)",4
"UCEC-225.5.3.N.2.35.35.2.4.1","Transcript",3,"UCEC_DSS_df377, UCEC_OS_df377, UCEC_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","UCEC-225.5.3.N.2.35.35.2.4.1","(ENST00000359320 + ENST00000470167 + ENST00000533420)",3,"UCEC",225,5,3,"N",2,35,35,2,4,1,"Risky",0,3,1,"Apoptosis","Transcript","TSM","Underexpression",0.0257870657328134,"Validated (>0.005)",5.86923942794108,"Validated (>0.005)",0.0241225195768292,"Validated (>0.005)",0.362700793027615,"Validated (>0.005)",4
"UCEC-234.5.3.N.2.95.71.4.4.2","Transcript",3,"UCEC_DSS_df377, UCEC_OS_df377, UCEC_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","UCEC-234.5.3.N.2.95.71.4.4.2","(ENST00000374561 + ENST00000486541 + ENST00000397858 + ENST00000342320)",4,"UCEC",234,5,3,"N",2,95,71,4,4,2,"Meaningful Protective",4,0,0,"Apoptosis/Autophagy","Transcript","TSM","Underexpression",0.0187581577682347,"Validated (>0.005)",4.47743175445111,"Validated (>0.005)",0.0233467737272446,"Validated (>0.005)",0.395314818209947,"Validated (>0.005)",4
"UCEC-239.5.3.N.2.31.31.2.4.1","Transcript",3,"UCEC_DSS_df377, UCEC_OS_df377, UCEC_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","UCEC-239.5.3.N.2.31.31.2.4.1","(ENST00000379453 + ENST00000453052 + ENST00000611031 + ENST00000559440 + ENST00000394153 + ENST00000578998 + ENST00000434693 + ENST00000406785)",8,"UCEC",239,5,3,"N",2,31,31,2,4,1,"Risky",0,2,2,"Apoptosis","Transcript","TSM","Underexpression",0.0201930372297079,"Validated (>0.005)",5.29256336280224,"Validated (>0.005)",0.0485435145712262,"Validated (>0.005)",0.233669803789525,"Validated (>0.005)",4
"UCEC-261.5.3.N.2.31.1.2.4.1","Transcript",3,"UCEC_DSS_df377, UCEC_OS_df377, UCEC_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","UCEC-261.5.3.N.2.31.1.2.4.1","(ENST00000433738 + ENST00000458357 + ENST00000399849 + ENST00000434384 + ENST00000477795 + ENST00000582043)",6,"UCEC",261,5,3,"N",2,31,1,2,4,1,"Risky",0,2,2,"Apoptosis","Transcript","TSM","Underexpression",0.0312116689150249,"Validated (>0.005)",4.93396653496444,"Validated (>0.005)",0.0541800609730938,"Validated (>0.005)",0.352115268895469,"Validated (>0.005)",4
"UCEC-682.5.3.N.2.95.7.4.4.1","Transcript",3,"UCEC_DSS_df377, UCEC_OS_df377, UCEC_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","UCEC-682.5.3.N.2.95.7.4.4.1","ENST00000348513",1,"UCEC",682,5,3,"N",2,95,7,4,4,1,"Meaningful Protective",4,0,0,"Anoikis","Transcript","TSM","Underexpression",0.0178766748057135,"Validated (>0.005)",12.0955018008117,"Validated (>0.005)",0.0282855718073206,"Validated (>0.005)",0.375291751394472,"Validated (>0.005)",4
"UVM-22.5.1.N.0.35.35.2.4.1","Transcript",3,"UVM_DSS_df377, UVM_OS_df377, UVM_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","UVM-22.5.1.N.0.35.35.2.4.1","(ENST00000406555 + ENST00000466881 + ENST00000513069)",3,"UVM",22,5,1,"N",0,35,35,2,4,1,"Risky",0,3,1,"Apoptosis","Transcript","TMB","No_data",0.110572960647375,"Validated (>0.005)",3.99500112652036,"Validated (>0.005)",0.126996793331844,"Validated (>0.005)",0.343326903815919,"Validated (>0.005)",4
"UVM-28.5.1.N.0.35.35.2.4.2","Transcript",3,"UVM_DSS_df377, UVM_OS_df377, UVM_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","UVM-28.5.1.N.0.35.35.2.4.2","(ENST00000491581 + ENST00000392678)",2,"UVM",28,5,1,"N",0,35,35,2,4,2,"Risky",0,3,1,"Apoptosis/Necrosis","Transcript","TMB","No_data",0.0719306320347433,"Validated (>0.005)",3.09525272786676,"Validated (>0.005)",0.0854307032627809,"Validated (>0.005)",0.296742738376038,"Validated (>0.005)",4
"UVM-58.5.1.N.0.35.35.2.4.2","Transcript",3,"UVM_DSS_df377, UVM_OS_df377, UVM_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","UVM-58.5.1.N.0.35.35.2.4.2","ENST00000393301",1,"UVM",58,5,1,"N",0,35,35,2,4,2,"Risky",0,3,1,"Apoptosis/Autophagy","Transcript","TMB","No_data",0.0719944021273675,"Validated (>0.005)",3.12337370130212,"Validated (>0.005)",0.0778942105653957,"Validated (>0.005)",0.330847655389307,"Validated (>0.005)",4
"UVM-61.5.1.N.0.4.35.4.4.3","Transcript",3,"UVM_DSS_df377, UVM_OS_df377, UVM_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","UVM-61.5.1.N.0.4.35.4.4.3","ENST00000428024",1,"UVM",61,5,1,"N",0,4,35,4,4,3,"Risky",0,1,3,"Apoptosis/Autophagy/Necrosis","Transcript","TMB","No_data",0.0265424967511029,"Validated (>0.005)",2.47449511822823,"Validated (>0.005)",0.0931932683125788,"Validated (>0.005)",0.402193576965481,"Validated (>0.005)",4
"UVM-66.5.1.N.0.64.64.4.4.1","Transcript",3,"UVM_DSS_df377, UVM_OS_df377, UVM_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","UVM-66.5.1.N.0.64.64.4.4.1","ENST00000477194",1,"UVM",66,5,1,"N",0,64,64,4,4,1,"Protective",2,0,2,"Apoptosis","Transcript","TMB","No_data",0.0973773158854727,"Validated (>0.005)",3.06127287109535,"Validated (>0.005)",0.192674959955199,"Validated (>0.005)",0.650088347473047,"Validated (>0.005)",4
"UVM-86.5.1.N.0.31.31.2.4.1","Transcript",3,"UVM_DSS_df377, UVM_OS_df377, UVM_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","UVM-86.5.1.N.0.31.31.2.4.1","ENST00000587837",1,"UVM",86,5,1,"N",0,31,31,2,4,1,"Risky",0,2,2,"Necrosis","Transcript","TMB","No_data",0.0184925591591593,"Validated (>0.005)",2.06365895890945,"Validated (>0.005)",0.0448948088326259,"Validated (>0.005)",0.447124918359605,"Validated (>0.005)",4
"UVM-87.5.1.N.0.31.35.2.4.2","Transcript",3,"UVM_DSS_df377, UVM_OS_df377, UVM_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","UVM-87.5.1.N.0.31.35.2.4.2","ENST00000588815",1,"UVM",87,5,1,"N",0,31,35,2,4,2,"Risky",0,2,2,"Apoptosis/Autophagy","Transcript","TMB","No_data",0.0310005784019246,"Validated (>0.005)",2.10005521721796,"Validated (>0.005)",0.0625878092355653,"Validated (>0.005)",0.289618880844436,"Validated (>0.005)",4
"UVM-92.5.1.N.0.31.31.4.4.1","Transcript",3,"UVM_DSS_df377, UVM_OS_df377, UVM_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","UVM-92.5.1.N.0.31.31.4.4.1","ENST00000623303",1,"UVM",92,5,1,"N",0,31,31,4,4,1,"Risky",0,2,2,"Cellular senescence","Transcript","TMB","No_data",0.0316782193058699,"Validated (>0.005)",2.5589936040452,"Validated (>0.005)",0.107401181237113,"Validated (>0.005)",0.335016812121564,"Validated (>0.005)",4
"ACC-98.6.3.P.1.44.44.2.3.4","mRNA",3,"ACC_DSS_df377, ACC_OS_df377, ACC_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","ACC-98.6.3.P.1.44.44.2.3.4","HSPD1",1,"ACC",98,6,3,"P",1,44,44,2,3,4,"Meaningful Risky",0,4,0,"Apoptosis/Autophagy/Cuproptosis/Necrosis","mRNA","TSM","Unchanged",0.072944960706962,"Validated (>0.005)",4.57801955078858,"Validated (>0.005)",0.172014983553508,"Validated (>0.005)",0.190066976530163,"Validated (>0.005)",4
"KIRC-2102.6.3.P.2.71.71.2.2.3","mRNA",3,"KIRC_DSS_df161, KIRC_OS_df161, KIRC_PFI_df161",4,"XGBoost, Boruta, RSF, MTLR","KIRC-2102.6.3.P.2.71.71.2.2.3","SLC31A1",1,"KIRC",2102,6,3,"P",2,71,71,2,2,3,"Protective",3,0,1,"Apoptosis/Cuproptosis/Necrosis","mRNA","TSM","Underexpression",0.00829495869773398,"Validated (>0.005)",14.5193503516048,"Validated (>0.005)",0.00507419703557424,"Validated (>0.005)",0.10200689354194,"Validated (>0.005)",4
"MESO-10.6.3.N.0.35.31.4.4.1","mRNA",3,"MESO_DSS_df017, MESO_OS_df017, MESO_PFI_df017",4,"Boruta, XGBoost, RSF, MTLR","MESO-10.6.3.N.0.35.31.4.4.1","(COL3A1 + PALLD)",2,"MESO",10,6,3,"N",0,35,31,4,4,1,"Risky",0,3,1,"Apoptosis","mRNA","TSM","No_data",0.0606390086339565,"Validated (>0.005)",5.1157633187932,"Validated (>0.005)",0.108174126841296,"Validated (>0.005)",0.623146272517084,"Validated (>0.005)",4
"SKCM-74.6.3.N.3.71.71.1.2.1","mRNA",3,"SKCM_DSS_df377, SKCM_OS_df377, SKCM_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","SKCM-74.6.3.N.3.71.71.1.2.1","(ARID5A + BPI + FCGR2C + `HLA-DRB1`)",4,"SKCM",74,6,3,"N",3,71,71,1,2,1,"Protective",3,0,1,"Necrosis","mRNA","TSM","Overexpression",0.0102879136426695,"Validated (>0.005)",23.974905857843,"Validated (>0.005)",0.0203230279926008,"Validated (>0.005)",0.0813001697088444,"Validated (>0.005)",4
"UCEC-42.6.3.N.2.31.31.4.4.1","mRNA",3,"UCEC_DSS_df377, UCEC_OS_df377, UCEC_PFI_df377",4,"Boruta, XGBoost, RSF, MTLR","UCEC-42.6.3.N.2.31.31.4.4.1","(ADRA1D + COLEC12 + FOXP2 + RBMS3)",4,"UCEC",42,6,3,"N",2,31,31,4,4,1,"Risky",0,2,2,"Apoptosis","mRNA","TSM","Underexpression",0.0300110386088313,"Validated (>0.005)",4.58596457832891,"Validated (>0.005)",0.0592833475871598,"Validated (>0.005)",0.32994864923073,"Validated (>0.005)",4
"UCEC-578.6.3.N.2.95.28.4.4.3","mRNA",3,"UCEC_DSS_df377, UCEC_OS_df377, UCEC_PFI_df377",4,"XGBoost, RSF, Boruta, MTLR","UCEC-578.6.3.N.2.95.28.4.4.3","CTF1",1,"UCEC",578,6,3,"N",2,95,28,4,4,3,"Meaningful Protective",4,0,0,"Apoptosis/Autophagy/Necrosis","mRNA","TSM","Underexpression",0.0114631305272293,"Validated (>0.005)",4.82918575001455,"Validated (>0.005)",0.0188662206504972,"Validated (>0.005)",0.421249576986195,"Validated (>0.005)",4
