"Cohort","Primary_Signature","Primary_Omic_Token","color_var_Partner","Partner_Omic_Token","Interaction_Strength","Spearman_HighZone_CrossTalk","PValue_HighZone","Spearman_MidZone_CrossTalk","PValue_MidZone","Mathematical_Classification"
"KIRC_PFI_df161","KIRC-721.6.3.N.2.71.71.1.2.1",6,"KIRC-1326.5.3.N.3.64.64.3.3.4",5,0.001013,-0.6586,3.87401300358531e-20,0.2989,1.31283310533419e-07,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1731.6.3.N.2.76.78.1.4.1",6,"KIRC-1727.6.3.N.3.71.69.2.2.7",6,0.000863,-0.1349,0.0987526342852394,0.4019,4.48004306995916e-13,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-2041.6.3.N.3.35.35.3.1.4",6,"KIRC-1064.5.3.N.2.71.71.2.2.3",5,8e-04,0.6301,4.40702869917274e-18,-0.2521,9.57758591640715e-06,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1543.5.3.N.3.1.20.2.4.9",5,"KIRC-378.5.3.N.3.71.71.3.2.2",5,0.001449,-0.6797,2.39211577356718e-22,-0.4492,4.23160187106195e-17,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-222.5.3.N.1.64.71.3.2.2",5,"KIRC-257.5.3.P.2.69.69.1.4.1",5,0.000987,0.1817,0.0250547188759365,-0.1802,0.0017604929652873,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-400.5.3.N.1.71.71.3.2.2",5,"KIRC-1650.6.3.N.3.84.81.3.4.1",6,0.000724,-0.2381,0.00324683202587946,-0.2912,2.83918789653626e-07,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-215.5.3.N.3.64.64.3.3.4",5,"KIRC-1183.5.3.N.3.71.69.3.2.4",5,0.001051,-0.6181,2.79332228408621e-17,-0.6797,5.21720790442528e-42,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1374.5.3.N.3.55.35.2.4.1",5,"KIRC-813.6.3.N.3.69.71.2.3.1",6,0.00106,-0.657,3.86377184698794e-20,0.2002,0.000484988547146304,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-473.5.3.N.3.35.35.1.1.3",5,"KIRC-1369.5.3.N.3.69.62.1.2.2",5,0.001303,-0.116,0.156177241793372,-0.5933,6.4745581608115e-30,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-630.5.3.N.3.71.84.3.3.2",5,"KIRC-2014.6.3.N.2.11.23.1.4.2",6,0.000743,0.0822,0.315680916593204,-0.4653,1.59636703422597e-17,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-51.6.3.N.2.71.71.1.4.3",6,"KIRC-61.6.3.N.3.34.20.2.4.1",6,0.001124,-0.1461,0.0733952585586253,-0.0467,0.419234358024887,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-8.6.3.N.3.71.71.3.3.1",6,"KIRC-981.1.3.P.3.35.35.1.3.3",1,0.001379,-0.6056,1.75513576412443e-16,-0.0756,0.191395317167049,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1782.6.3.N.3.34.4.3.4.4",6,"KIRC-274.5.3.N.2.64.64.1.2.2",5,0.001136,0.0233,0.776245652703682,0.1135,0.0491066995633905,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-392.5.3.N.3.35.31.2.4.1",5,"KIRC-1290.5.2.N.1.71.71.2.4.1",5,0.000155,0.2864,0.000363357162376767,0.4914,1.22572357635631e-19,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-2025.6.3.N.3.71.71.3.4.2",6,"KIRC-1650.6.3.N.3.84.81.3.4.1",6,0.001304,-0.7261,5.1623492207205e-26,-0.3888,2.89544066082586e-12,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1451.5.3.N.3.31.35.2.4.4",5,"KIRC-1260.5.1.N.2.71.71.1.2.2",5,0.000913,0.2441,0.00252000509908519,-0.3235,9.78577542032619e-09,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-563.5.3.N.3.35.35.1.4.4",5,"KIRC-332.5.3.N.3.71.71.3.2.1",5,0.000851,0.3296,3.59038148182179e-05,-0.6038,3.46960470339789e-31,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-14.6.3.P.2.71.71.3.4.2",6,"KIRC-1259.5.3.N.2.71.2.1.2.4",5,0.000957,0.4657,1.68090352280481e-09,0.4126,9.18247447458987e-14,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-912.6.1.P.3.35.35.2.4.4",6,"KIRC-1439.5.3.P.2.7.7.2.4.2",5,0.001252,-0.4703,1.10993208319851e-09,-0.0803,0.16510791616018,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-750.6.3.N.1.78.78.3.2.1",6,"KIRC-981.1.3.P.3.35.35.1.3.3",1,0.00091,-0.4727,7.8023584402953e-10,-0.2687,2.43454029510554e-06,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1150.5.3.P.1.71.62.2.4.2",5,"KIRC-2017.6.1.P.3.35.35.2.2.6",6,0.00126,-0.2471,0.00222601615911027,0.3389,1.70406061937117e-09,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-976.6.3.N.2.64.64.1.2.2",6,"KIRC-1180.5.3.P.2.71.64.3.2.1",5,0.000559,0.699,1.85525816125994e-23,0.6949,1.3834343919368e-44,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1127.5.3.N.1.35.35.1.4.3",5,"KIRC-328.5.3.N.3.7.7.3.4.2",5,0.001376,0.3529,8.84170627757039e-06,-0.2926,2.46215814857362e-07,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1722.6.1.P.3.35.35.2.4.2",6,"KIRC-379.5.3.N.3.62.71.3.4.2",5,0.000891,-0.6201,2.05015653334046e-17,-0.1805,0.00169813741052875,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-2143.6.3.N.2.64.62.1.2.1",6,"KIRC-914.6.3.N.2.34.4.1.4.1",6,0.001252,-0.0851,0.296951260844261,0.2042,0.000379888628495365,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-1627.5.3.N.3.1.31.2.4.5",5,"KIRC-248.5.3.N.3.64.67.3.4.1",5,0.000906,-0.6339,2.39487777021774e-18,0.4476,5.07758416508306e-17,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1485.5.3.N.3.1.1.2.4.6",5,"KIRC-186.6.3.N.2.35.35.1.4.2",6,0.001006,0.4542,4.68950365119459e-09,0.3958,1.08586172845611e-12,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1524.5.3.N.3.35.35.2.4.4",5,"KIRC-1650.6.3.N.3.84.81.3.4.1",6,0.000999,0.2385,0.00309014574403766,-0.5875,3.10855251617787e-29,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-455.5.3.N.1.1.1.2.4.1",5,"KIRC-1480.5.3.N.3.62.71.2.4.3",5,0.000761,-0.5154,1.27584734450621e-11,0.2654,3.01156092661012e-06,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-376.5.3.N.2.71.37.1.4.2",5,"KIRC-1308.5.3.N.3.64.71.3.2.5",5,0.000814,0.5673,2.52218019315793e-14,-0.6517,1.57772194163314e-37,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-132.6.3.N.3.71.71.3.3.5",6,"KIRC-61.6.3.N.3.34.20.2.4.1",6,0.001042,-0.5347,1.53602284302408e-12,0.2357,3.71718026182071e-05,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1539.5.3.N.3.69.26.2.4.3",5,"KIRC-1533.5.3.N.1.1.1.3.4.1",5,0.000764,0.4808,4.1510362493118e-10,0.4807,6.27602740403429e-19,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1518.5.3.N.2.35.35.2.4.2",5,"KIRC-932.6.1.P.3.44.34.2.4.3",6,0.001025,0.1335,0.102104589538359,0.1021,0.0774628984745312,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-1519.5.3.N.2.69.71.1.4.2",5,"KIRC-1369.5.3.N.3.69.62.1.2.2",5,0.001116,0.3958,4.48388586645442e-07,0.2246,6.4457849034282e-05,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-482.5.3.N.3.52.31.2.4.2",5,"KIRC-1064.5.3.N.2.71.71.2.2.3",5,0.000792,-0.6171,3.24602193519232e-17,-0.435,2.78476627170407e-15,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-375.5.1.N.1.71.71.3.3.1",5,"KIRC-1991.6.3.N.3.35.14.3.4.3",6,0.001205,0.048,0.558085204718971,-0.2377,3.18927495550796e-05,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-1726.6.3.P.2.35.62.3.4.3",6,"KIRC-291.5.3.N.3.76.41.3.4.1",5,0.00098,-0.0488,0.551717015997136,0.3483,5.5140645923287e-10,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-504.5.3.N.3.31.31.2.4.4",5,"KIRC-655.5.3.N.3.64.71.3.2.2",5,0.001214,-0.5424,6.31234176403732e-13,-0.4535,1.26553570754067e-16,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1352.5.3.N.2.93.69.1.4.1",5,"KIRC-1247.5.3.P.2.71.71.1.4.3",5,0.000782,-0.3582,9.84952806664179e-07,0.059,0.270635566072005,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1933.6.3.N.3.7.71.1.2.1",6,"KIRC-978.6.3.N.2.64.62.1.4.3",6,0.001165,0.393,5.47861233179634e-07,0.0598,0.301257790592859,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1189.5.3.N.3.35.1.3.4.3",5,"KIRC-248.5.3.N.3.64.67.3.4.1",5,0.000884,0.3323,2.87869747443096e-05,-0.4461,2.26069854382465e-16,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1342.5.3.N.3.62.71.3.4.5",5,"KIRC-1480.5.3.N.3.62.71.2.4.3",5,0.000863,0.4529,5.2678178804179e-09,0.5178,5.62650648183568e-22,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1030.6.3.N.1.64.71.3.3.1",6,"KIRC-736.6.3.N.3.35.35.3.4.3",6,0.000932,-0.0223,0.785400258287164,0.0551,0.341756733590228,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-1631.6.2.N.3.71.71.3.3.2",6,"KIRC-1049.5.3.N.3.64.64.3.4.2",5,0.001154,-0.6961,3.39212038611122e-23,-0.0907,0.117024148380406,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-465.5.3.N.3.71.71.3.2.1",5,"KIRC-545.5.3.N.3.1.1.3.4.2",5,0.000855,-0.398,4.18403079112278e-07,0.6147,1.44258700785453e-32,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-488.5.3.N.3.35.52.2.4.2",5,"KIRC-853.6.3.N.1.2.2.2.4.1",6,0.00097,-0.1968,0.0154301037688259,0.5643,1.2601052913508e-26,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-511.5.3.N.3.52.31.2.4.2",5,"KIRC-381.5.3.N.2.71.71.1.2.2",5,0.000835,0.3506,1.01921033936537e-05,-0.1732,0.00260692854291425,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-2011.6.3.N.3.35.35.2.4.4",6,"KIRC-575.5.3.N.3.35.35.1.4.1",5,0.000832,0.4555,3.71182203376498e-09,-0.0272,0.640001350662009,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-527.5.3.N.3.1.31.2.4.4",5,"KIRC-370.5.2.N.1.71.71.3.2.1",5,0.000687,-0.1882,0.0206479962505782,-0.1209,0.0362924219874862,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-1115.5.3.P.1.64.64.2.3.1",5,"KIRC-416.5.3.N.2.35.52.2.4.1",5,0.000906,-0.1579,0.051318078055167,-0.5502,5.51671107051627e-25,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-520.5.3.N.3.71.71.3.2.1",5,"KIRC-257.5.3.P.2.69.69.1.4.1",5,0.000932,0.332,2.92867772350962e-05,0.5317,2.70652040796189e-23,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1527.5.3.N.3.52.31.2.4.9",5,"KIRC-785.6.3.N.3.71.71.2.2.5",6,0.000553,-0.3502,1.04626063693771e-05,-0.0314,0.585616353810034,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-564.5.3.N.3.1.1.2.4.1",5,"KIRC-2251.4.3.N.2.35.35.1.4.3",4,0.00063,-0.3916,5.5873563962998e-07,0.4377,2.2433657735561e-15,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-428.5.3.N.1.1.31.2.4.2",5,"KIRC-575.5.3.N.3.35.35.1.4.1",5,0.001207,0.1222,0.134976500517388,-0.2799,8.402620248231e-07,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-216.5.3.N.3.71.71.3.3.2",5,"KIRC-321.5.3.N.1.35.34.3.4.1",5,0.00078,0.2571,0.00138878057612937,0.6428,3.04336989435443e-36,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1778.6.3.N.3.35.35.1.1.4",6,"KIRC-2154.6.3.N.1.71.64.2.3.4",6,0.000881,0.218,0.00717413449457769,0.2583,5.84502927342737e-06,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1671.6.3.N.3.64.64.4.4.4",6,"KIRC-1267.5.3.N.3.64.71.2.4.3",5,0.00073,0.4218,6.89727066414561e-08,-0.6944,8.86314775310488e-45,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1076.5.3.N.2.31.31.2.4.2",5,"KIRC-849.6.2.N.3.64.71.3.4.1",6,0.001021,-0.6111,7.91245937283799e-17,-0.4319,4.57023433409462e-15,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1318.5.3.N.2.84.71.1.2.3",5,"KIRC-559.5.3.N.3.31.52.2.4.4",5,0.000816,-0.239,0.00301856970058912,0.1452,0.0111224284649255,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-610.5.3.N.3.71.84.3.3.4",5,"KIRC-198.6.3.N.3.71.64.3.3.1",6,0.000593,-0.3438,1.5479695265669e-05,0.3161,2.18743853622289e-08,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1028.6.3.N.1.64.2.3.4.2",6,"KIRC-617.5.3.N.3.1.1.2.4.1",5,0.000813,-0.6227,1.07525095960739e-17,-0.2191,0.000133850847667549,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-91.6.3.N.3.35.34.3.4.1",6,"KIRC-39.6.3.N.3.71.71.3.3.3",6,0.000998,-0.6333,2.65466995242413e-18,-0.0946,0.101989695168702,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1159.5.1.N.3.64.67.3.3.2",5,"KIRC-1550.5.3.N.3.30.31.1.1.2",5,0.000804,-0.0477,0.560891159244804,0.0922,0.111186592198256,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-1297.5.3.N.3.4.4.3.4.3",5,"KIRC-405.5.3.N.3.35.35.3.4.4",5,0.000977,0.3376,2.23736319256271e-05,0.1588,0.00584063107831661,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1295.5.3.N.2.1.31.2.4.1",5,"KIRC-1785.6.3.N.3.31.52.2.1.1",6,0.000947,-0.1794,0.0275289107791798,-0.4998,1.99667459896851e-20,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-1324.5.3.N.1.69.69.3.3.2",5,"KIRC-1913.6.3.N.1.64.2.3.4.2",6,0.000647,-0.7813,2.65373991842763e-32,-0.4807,9.38455935872779e-19,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1406.5.3.N.3.35.55.1.4.3",5,"KIRC-1650.6.3.N.3.84.81.3.4.1",6,0.000841,-0.5331,1.82788057411466e-12,0.0751,0.194600476468287,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1110.5.3.N.3.35.35.3.4.4",5,"KIRC-2160.6.3.P.1.71.71.2.2.1",6,0.00072,0.2602,0.00116352564054252,-0.2847,5.77374676137945e-07,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1531.5.3.N.2.4.4.2.4.3",5,"KIRC-109.6.3.P.2.71.71.1.4.1",6,0.000588,0.0148,0.855663000212531,-0.3345,3.57273427126457e-13,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-1197.5.3.N.3.20.20.2.4.3",5,"KIRC-557.5.3.N.3.35.4.1.1.4",5,0.000796,0.4749,5.07512208745023e-12,0.0091,0.880522923196024,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1698.6.3.N.3.35.35.1.3.2",6,"KIRC-1306.5.3.N.1.35.34.3.4.2",5,0.000833,0.0913,0.264894994216709,-0.0454,0.43363650515404,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-1384.5.3.N.3.7.7.2.4.2",5,"KIRC-321.5.3.N.1.35.34.3.4.1",5,0.000551,0.5364,1.06541583846627e-12,-0.2674,8.63177259665853e-09,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1294.5.3.N.1.71.71.3.3.3",5,"KIRC-1135.5.3.P.2.2.64.2.4.2",5,0.000721,-0.3454,1.40384367170398e-05,0.0812,0.159958294313301,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-493.5.3.N.3.11.20.3.2.1",5,"KIRC-354.5.3.N.3.71.78.3.3.1",5,0.000454,0.0212,0.796508084324683,0.6805,3.91964262106766e-42,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-1743.3.3.N.2.64.7.1.4.1",3,"KIRC-857.6.3.N.3.13.78.3.4.1",6,0.000753,-0.3665,1.12719467147866e-11,0.0925,0.12313363214444,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1058.5.3.N.3.71.71.3.3.5",5,"KIRC-452.5.3.N.3.69.69.3.4.2",5,0.00065,-0.752,9.29484031107855e-29,0.6334,4.70466032909684e-35,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1371.5.3.N.3.7.7.2.4.4",5,"KIRC-1834.6.3.N.3.35.35.4.4.2",6,0.000498,0.5232,4.68238228224101e-12,0.7345,1.28165580139446e-52,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1636.6.3.N.2.71.71.2.2.2",6,"KIRC-370.5.2.N.1.71.71.3.2.1",5,0.000718,-0.4492,7.25143705667772e-09,-0.0712,0.218851036615814,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1380.5.3.N.3.31.31.2.4.2",5,"KIRC-16.6.3.N.3.1.52.4.4.1",6,0.000503,0.1956,0.0157411088909218,-0.5893,4.283776108547e-30,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-234.5.3.N.3.64.71.3.2.2",5,"KIRC-575.5.3.N.3.35.35.1.4.1",5,0.000608,0.3041,0.000146623177479615,-0.506,6.50271800777577e-21,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1442.5.3.N.3.31.31.2.4.6",5,"KIRC-1138.5.3.N.3.69.69.3.3.4",5,0.000356,0.6237,1.19786516270197e-17,-0.3861,4.20768375414565e-12,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1695.6.3.N.2.35.34.1.4.2",6,"KIRC-851.6.3.N.3.78.71.3.4.2",6,0.000522,-0.2253,0.00525394992809648,-0.631,1.02175189819036e-34,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1149.5.3.N.2.69.69.1.4.1",5,"KIRC-1710.6.3.P.2.7.9.4.4.1",6,0.000489,-0.6585,3.97722528987567e-20,0.0677,0.242661736103369,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1390.5.3.N.3.1.1.2.4.5",5,"KIRC-1494.5.3.N.3.31.31.2.4.5",5,0.000716,-0.4975,8.08912929003009e-11,0.127,0.0255379831212361,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1951.6.3.N.2.71.71.1.2.3",6,"KIRC-932.6.1.P.3.44.34.2.4.3",6,0.000706,0.0589,0.47244626557035,0.0493,0.394597696723533,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-1376.5.3.N.3.31.31.2.4.3",5,"KIRC-1478.5.3.N.2.7.7.1.4.3",5,0.000663,0.1483,0.0664368413979384,0.0889,0.123080495177137,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-365.5.3.N.1.35.35.3.4.2",5,"KIRC-321.5.3.N.1.35.34.3.4.1",5,0.000404,-0.5257,4.16924235491971e-12,0.1009,0.080364386571303,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-492.5.3.N.1.1.1.2.4.1",5,"KIRC-1480.5.3.N.3.62.71.2.4.3",5,0.000442,-0.549,2.91606428002169e-13,0.5189,4.46247643935467e-22,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-977.6.3.N.3.31.1.3.2.2",6,"KIRC-1490.5.3.N.3.35.35.1.2.5",5,0.000483,-0.5829,4.06296037933204e-15,-0.4479,2.93964246819778e-16,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-2002.6.3.N.2.71.71.1.4.6",6,"KIRC-1195.5.3.P.2.2.71.2.4.3",5,0.000571,0.3945,4.92286821073944e-07,0.4853,4.47897998326673e-19,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-524.5.3.N.3.1.20.2.2.3",5,"KIRC-1959.6.3.N.3.35.31.2.4.3",6,0.000408,0.1313,0.108097300227987,0.2776,1.0368346804306e-06,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-383.5.3.N.1.71.71.3.3.1",5,"KIRC-628.5.3.N.3.26.69.3.4.1",5,0.000569,0.1928,0.0177032208559529,0.3459,7.42817374113025e-10,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-313.5.3.N.3.64.64.3.4.1",5,"KIRC-354.5.3.N.3.71.78.3.3.1",5,0.000572,-0.6396,9.64145539448486e-19,-0.4909,1.33759302883657e-19,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-886.6.3.N.2.71.71.2.4.2",6,"KIRC-1369.5.3.N.3.69.62.1.2.2",5,0.000518,0.3806,1.21515637183516e-06,0.259,5.67299897207874e-06,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-815.6.3.N.3.71.71.3.2.4",6,"KIRC-232.5.3.N.3.34.34.2.4.1",5,0.000494,-0.3133,8.98201706768772e-05,0.2814,7.287374470819e-07,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1988.6.3.N.3.35.66.1.2.3",6,"KIRC-1494.5.3.N.3.31.31.2.4.5",5,0.000571,-0.0733,0.370786581323841,-0.0737,0.202244816947731,"NEUTRAL (Contextual Noise)"
"KIRC_PFI_df161","KIRC-1634.6.3.N.3.71.69.2.2.4",6,"KIRC-600.5.3.N.3.31.31.2.4.3",5,0.000548,-0.4184,8.11091058909261e-08,-0.3623,1.05788192196276e-10,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-1165.5.3.N.2.62.2.1.4.3",5,"KIRC-300.5.3.N.2.35.35.2.4.3",5,0.000433,-0.5634,5.02460984013237e-14,0.4419,9.05708741382924e-16,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-715.6.3.N.3.71.71.2.2.3",6,"KIRC-951.6.3.P.3.35.30.1.4.2",6,0.00053,0.3194,6.39786412845805e-05,0.298,1.44490191527792e-07,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-1337.5.3.P.2.7.2.4.4.1",5,"KIRC-122.6.3.N.3.71.71.3.2.1",6,0.000495,0.4924,1.20945299601879e-11,-0.2496,1.42143887318137e-07,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-231.5.3.N.3.35.35.2.4.1",5,"KIRC-1478.5.3.N.2.7.7.1.4.3",5,0.000414,0.725,6.64873142765941e-26,-0.3261,7.28949332475168e-09,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-2218.6.3.N.3.14.11.3.4.3",6,"KIRC-1061.5.3.N.1.84.71.3.3.2",5,0.000327,-0.168,0.0385279642227425,-0.4351,2.46485642300608e-15,"CONTEXT-DEPENDENT BIFURCATION (Three-Tiered)"
"KIRC_PFI_df161","KIRC-10.6.3.N.3.71.71.2.3.1",6,"KIRC-1311.5.2.N.3.71.71.2.4.3",5,0.00042,0.757,1.60196132529676e-29,0.1134,0.0496584248387344,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-230.5.3.N.3.71.71.3.2.4",5,"KIRC-1048.5.3.N.3.4.23.3.4.6",5,0.000428,-0.6939,5.22369623366194e-23,-0.518,5.34793475700558e-22,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-342.5.3.N.1.71.71.3.2.2",5,"KIRC-150.6.3.N.1.35.35.3.4.3",6,0.000476,0.2896,0.000310497187399096,0.0435,0.452735161652127,"SYNERGY (Hazard Amplification)"
"KIRC_PFI_df161","KIRC-301.5.3.N.2.69.69.1.2.1",5,"KIRC-2175.6.3.N.3.1.1.4.4.4",6,0.000319,-0.4684,1.31498487177919e-09,-0.2048,0.000355690635484033,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-69.6.2.N.3.71.71.3.2.1",6,"KIRC-248.5.3.N.3.64.67.3.4.1",5,0.000445,-0.7815,2.47831269083134e-32,-0.1417,0.0140068196432356,"ANTAGONISM (Rescue/Protective Effect)"
"KIRC_PFI_df161","KIRC-57.6.3.N.1.71.71.3.4.1",6,"KIRC-248.5.3.N.3.64.67.3.4.1",5,0.000394,0.7283,3.07511488981972e-26,-0.2022,0.000424638193045634,"SYNERGY (Hazard Amplification)"
